,Unnamed: 0,Unnamed: 0.1,ID,Species,Country,Owner,Grade,ICP,Completed,0,1,2,3,84.50,83.83,83.17,86.25,82.67,85.00,82.25,84.08,82.50
41,41.0,,#418612,Arabica,Guatemala,Byron Gonzalez,83.75,anacafe,"Jul 6th, 2020",,,,,,,,,,,,,
42,42.0,,#531749,Arabica,Guatemala,Byron Gonzalez,83.67,anacafe,"Jul 7th, 2020",,,,,,,,,,,,,
43,43.0,,#826052,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",83.67,NKG Quality,"Sep 3rd, 2020",,,,,,,,,,,,,
44,44.0,,#363072,Arabica,Brazil,ED&F Man Volcafe Brasil Ltda.,83.58,bsca,"Oct 27th, 2020",,,,,,,,,,,,,
45,45.0,,#481969,Arabica,Brazil,Welson de Lacerda Barbosa,83.58,bsca,"Nov 23rd, 2020",,,,,,,,,,,,,
46,46.0,,#565015,Arabica,Uganda,Volcafe Japan,83.58,JPCE,"Aug 5th, 2020",,,,,,,,,,,,,
47,47.0,,#826681,Arabica,El Salvador,Consejo Salvadoreño del Café,83.5,scc,"Aug 20th, 2020",,,,,,,,,,,,,
48,48.0,,#524961,Arabica,Rwanda,Loic Rwagasana,83.5,kcta,"Sep 4th, 2020",,,,,,,,,,,,,
49,49.0,,#360769,Arabica,Guatemala,Byron Gonzalez,83.42,anacafe,"Jul 31st, 2020",,,,,,,,,,,,,
0,0.0,,#797340,Arabica,Taiwan,郭亮志 GuoLiangZhi,89.25,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
1,1.0,,#630917,Arabica,Kenya,Alexis Rodriguez,89.17,NKG Quality,"Oct 30th, 2020",,,,,,,,,,,,,
2,2.0,,#961547,Arabica,Ethiopia,Blossom Valley International,87.17,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
3,3.0,,#976095,Arabica,Colombia,Fernando,87.08,NKG Quality,"Sep 4th, 2020",,,,,,,,,,,,,
4,4.0,,#640499,Arabica,Ethiopia,Dr. Marcel Lorenz,86.92,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
5,5.0,,#507718,Arabica,Ethiopia,Blossom Valley International,86.58,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
6,6.0,,#758571,Arabica,Ethiopia,Al-impex Business plc,86.25,metad,"Jun 29th, 2020",,,,,,,,,,,,,
7,7.0,,#619167,Arabica,Taiwan,Jim郭志豪,85.75,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
8,8.0,,#529406,Arabica,Ethiopia,Al-impex Business plc,85.67,metad,"Jun 13th, 2020",,,,,,,,,,,,,
9,9.0,,#811504,Arabica,Ethiopia,Blossom Valley International,85.42,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
10,10.0,,#135582,Arabica,Honduras,Marco tulio fuentes lobo,85.17,ihcafe,"May 22nd, 2020",,,,,,,,,,,,,
11,11.0,,#547409,Arabica,"Tanzania, United Republic Of",Balam Hinyula,85.08,kcta,"Dec 9th, 2020",,,,,,,,,,,,,
12,12.0,,#939387,Arabica,Uganda,Kawacom Uganda LTD,85.08,ucda,"May 29th, 2020",,,,,,,,,,,,,
13,13.0,,#835570,Arabica,Ethiopia,Ennio Cantergiani,85.0,NKG Quality,"Jan 29th, 2020",,,,,,,,,,,,,
14,14.0,,#123896,Arabica,Kenya,Blossom Valley International,84.83,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
15,15.0,,#471216,Arabica,Colombia,Sucafina Colombia SAS,84.75,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Sep 8th, 2020",,,,,,,,,,,,,
16,16.0,,#427875,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.67,kcta,"Feb 20th, 2020",,,,,,,,,,,,,
17,17.0,,#713155,Arabica,Nicaragua,Asociación Aldea Global Jinotega,84.67,acen,"Sep 9th, 2020",,,,,,,,,,,,,
18,18.0,,#501173,Arabica,Costa Rica,"CECA, S.A.",84.58,scacr,"Mar 27th, 2020",,,,,,,,,,,,,
19,19.0,,#408751,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.5,kcta,"Feb 6th, 2020",,,,,,,,,,,,,
20,20.0,,#694807,Arabica,Uganda,Joseph Bugyendu,84.5,scaa,"Mar 5th, 2020",,,,,,,,,,,,,
21,21.0,,#275081,Arabica,Nicaragua,Alexis Rodriguez,84.25,NKG Quality,"Nov 3rd, 2020",,,,,,,,,,,,,
22,22.0,,#226926,Arabica,"Tanzania, United Republic Of",kavita vohora,84.25,kcta,"Nov 18th, 2020",,,,,,,,,,,,,
23,23.0,,#757836,Arabica,Brazil,Juliana Alvisi,84.25,bsca,"Dec 18th, 2020",,,,,,,,,,,,,
24,24.0,,#925989,Arabica,Honduras,Juan Manuel Sanchez Silvestre,84.25,ihcafe,"Mar 10th, 2020",,,,,,,,,,,,,
25,25.0,,#353708,Arabica,Colombia,rodrigo amaya,84.17,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Aug 27th, 2020",,,,,,,,,,,,,
26,26.0,,#881745,Arabica,Papua New Guinea,Nimo Kama,84.08,scaa,"Jan 21st, 2020",,,,,,,,,,,,,
27,27.0,,#551955,Arabica,Vietnam,"Sunvirtue Co., Ltd.",84.08,scaa,"Mar 10th, 2020",,,,,,,,,,,,,
28,28.0,,#502806,Arabica,Burundi,BUGESTAL SPRL,84.08,kcta,"Aug 18th, 2020",,,,,,,,,,,,,
29,29.0,,#374364,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.08,kcta,"Mar 6th, 2020",,,,,,,,,,,,,
30,30.0,,#900224,Arabica,Guatemala,Alexis Rodriguez,84.0,NKG Quality,"Nov 4th, 2020",,,,,,,,,,,,,
31,31.0,,#909306,Arabica,Colombia,Federación Nacional de Cafeteros - Logística Comercial,84.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Nov 30th, 2020",,,,,,,,,,,,,
32,32.0,,#366737,Arabica,Honduras,Marco tulio fuentes lobo,84.0,ihcafe,"Jan 9th, 2020",,,,,,,,,,,,,
33,33.0,,#599249,Arabica,Guatemala,Ikuto Uehara,83.92,JPCE,"Sep 1st, 2020",,,,,,,,,,,,,
34,34.0,,#848100,Arabica,Colombia,rodrigo amaya,83.83,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Oct 2nd, 2020",,,,,,,,,,,,,
35,35.0,,#747694,Arabica,Honduras,Ikuto Uehara,83.83,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
36,36.0,,#919897,Arabica,Guatemala,Byron Gonzalez,83.83,anacafe,"Jul 7th, 2020",,,,,,,,,,,,,
37,37.0,,#188057,Arabica,"Tanzania, United Republic Of",Daniel Magu,83.83,kcta,"Jan 29th, 2020",,,,,,,,,,,,,
38,38.0,,#562525,Arabica,Ethiopia,MR.BROWN CAFE,83.83,bvi,"Aug 25th, 2020",,,,,,,,,,,,,
39,39.0,,#468749,Arabica,Costa Rica,"CECA, S.A.",83.83,scacr,"Apr 17th, 2020",,,,,,,,,,,,,
40,40.0,,#652231,Arabica,Colombia,Yukinobu Ueda,83.75,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
41,41.0,,#418612,Arabica,Guatemala,Byron Gonzalez,83.75,anacafe,"Jul 6th, 2020",,,,,,,,,,,,,
42,42.0,,#531749,Arabica,Guatemala,Byron Gonzalez,83.67,anacafe,"Jul 7th, 2020",,,,,,,,,,,,,
43,43.0,,#826052,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",83.67,NKG Quality,"Sep 3rd, 2020",,,,,,,,,,,,,
44,44.0,,#363072,Arabica,Brazil,ED&F Man Volcafe Brasil Ltda.,83.58,bsca,"Oct 27th, 2020",,,,,,,,,,,,,
45,45.0,,#481969,Arabica,Brazil,Welson de Lacerda Barbosa,83.58,bsca,"Nov 23rd, 2020",,,,,,,,,,,,,
46,46.0,,#565015,Arabica,Uganda,Volcafe Japan,83.58,JPCE,"Aug 5th, 2020",,,,,,,,,,,,,
47,47.0,,#826681,Arabica,El Salvador,Consejo Salvadoreño del Café,83.5,scc,"Aug 20th, 2020",,,,,,,,,,,,,
48,48.0,,#524961,Arabica,Rwanda,Loic Rwagasana,83.5,kcta,"Sep 4th, 2020",,,,,,,,,,,,,
49,49.0,,#360769,Arabica,Guatemala,Byron Gonzalez,83.42,anacafe,"Jul 31st, 2020",,,,,,,,,,,,,
0,0.0,,#277424,Arabica,Brazil,Pedro Santos e Silva,83.42,bsca,"Feb 10th, 2020",,,,,,,,,,,,,
1,1.0,,#745862,Arabica,Honduras,Janny Marlith Torres,83.42,ihcafe,"May 21st, 2020",,,,,,,,,,,,,
2,2.0,,#528189,Arabica,Guatemala,Byron Gonzalez,83.25,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
3,3.0,,#696793,Arabica,Brazil,João Batista Jarduli,83.25,bsca,"Apr 24th, 2020",,,,,,,,,,,,,
4,4.0,,#822911,Arabica,Colombia,Yukinobu Ueda,83.17,JPCE,"Nov 23rd, 2020",,,,,,,,,,,,,
5,5.0,,#656051,Arabica,Guatemala,Byron Gonzalez,83.17,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
6,6.0,,#437143,Arabica,Guatemala,Byron Gonzalez,83.17,anacafe,"Aug 7th, 2020",,,,,,,,,,,,,
7,7.0,,#498918,Arabica,Thailand,Doi Tung Development Project,83.08,scaa,"Aug 20th, 2020",,,,,,,,,,,,,
8,8.0,,#612046,Arabica,Brazil,João Batista Jarduli,83.08,bsca,"Apr 24th, 2020",,,,,,,,,,,,,
9,9.0,,#870843,Arabica,Costa Rica,"CECA, S.A.",83.08,scacr,"Sep 18th, 2020",,,,,,,,,,,,,
10,10.0,,#739227,Arabica,Guatemala,Byron Gonzalez,82.92,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
11,11.0,,#270107,Arabica,Guatemala,Byron Gonzalez,82.75,anacafe,"Apr 20th, 2020",,,,,,,,,,,,,
12,12.0,,#530305,Arabica,Brazil,João Batista Jarduli,82.75,bsca,"Sep 18th, 2020",,,,,,,,,,,,,
13,13.0,,#971417,Arabica,Brazil,BOURBON SPECIALTY COFFEES,82.67,bsca,"Oct 13th, 2020",,,,,,,,,,,,,
14,14.0,,#777532,Arabica,Costa Rica,"CECA, S.A.",82.67,scacr,"Feb 12th, 2020",,,,,,,,,,,,,
15,15.0,,#945126,Arabica,Guatemala,Byron Gonzalez,82.67,anacafe,"May 20th, 2020",,,,,,,,,,,,,
16,16.0,,#505661,Arabica,Honduras,Juan Manuel Sanchez Silvestre,82.58,ihcafe,"Sep 23rd, 2020",,,,,,,,,,,,,
17,17.0,,#889380,Arabica,Indonesia,PTRAAS,82.58,SCAI,"Jun 22nd, 2020",,,,,,,,,,,,,
18,18.0,,#913558,Arabica,Brazil,Erick,82.58,bsca,"Mar 13th, 2020",,,,,,,,,,,,,
19,19.0,,#887829,Arabica,Ecuador,Wilson Gonzalez Ramos,82.5,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Oct 7th, 2020",,,,,,,,,,,,,
20,20.0,,#708727,Arabica,Brazil,BOURBON SPECIALTY COFFEES,82.5,bsca,"Nov 2nd, 2020",,,,,,,,,,,,,
21,21.0,,#857024,Arabica,Brazil,Ikuto Uehara,82.5,JPCE,"Dec 7th, 2020",,,,,,,,,,,,,
22,22.0,,#325206,Arabica,Guatemala,Ikuto Uehara,82.5,JPCE,"Sep 1st, 2020",,,,,,,,,,,,,
23,23.0,,#626072,Arabica,Myanmar,Mandalay Coffee Group,82.5,bvi,"May 14th, 2020",,,,,,,,,,,,,
24,24.0,,#402577,Arabica,Guatemala,Byron Gonzalez,82.33,anacafe,"May 21st, 2020",,,,,,,,,,,,,
25,25.0,,#955100,Arabica,Nicaragua,MR.BROWN CAFE,82.33,bvi,"Nov 7th, 2020",,,,,,,,,,,,,
26,26.0,,#819209,Arabica,Nicaragua,"Exportadora Atlantic, S.A.",82.25,acen,"Jan 18th, 2020",,,,,,,,,,,,,
27,27.0,,#910258,Arabica,Vietnam,"Sunvirtue Co., Ltd.",82.25,scaa,"Mar 10th, 2020",,,,,,,,,,,,,
28,28.0,,#510686,Arabica,Colombia,rodrigo amaya,82.25,scaa,"Mar 17th, 2020",,,,,,,,,,,,,
29,29.0,,#471378,Arabica,Mexico,ANDREAS KUSSMAUL,82.25,CAFECOL,"Apr 1st, 2020",,,,,,,,,,,,,
30,30.0,,#213200,Arabica,Brazil,João Batista Jarduli,82.25,bsca,"Sep 15th, 2020",,,,,,,,,,,,,
31,31.0,,#981880,Arabica,Guatemala,Byron Gonzalez,82.17,anacafe,"May 26th, 2020",,,,,,,,,,,,,
32,32.0,,#623116,Arabica,Costa Rica,Ruddy Azofeifa,82.08,scacr,"Dec 8th, 2020",,,,,,,,,,,,,
33,33.0,,#350487,Arabica,Guatemala,Takanori Suzuki,82.08,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
34,34.0,,#386512,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",82.0,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
35,35.0,,#778342,Arabica,Mexico,COSECHA BIENESTAR SAPI DE CV,81.92,CAFECOL,"Aug 17th, 2020",,,,,,,,,,,,,
36,36.0,,#965326,Arabica,Guatemala,Yukinobu Ueda,81.83,JPCE,"Nov 23rd, 2020",,,,,,,,,,,,,
37,37.0,,#551160,Arabica,Brazil,Ikuto Uehara,81.75,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
38,38.0,,#740624,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",81.75,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
39,39.0,,#357799,Arabica,Brazil,João Batista Jarduli,81.75,bsca,"Apr 17th, 2020",,,,,,,,,,,,,
40,40.0,,#202360,Arabica,Brazil,João Batista Jarduli,81.75,bsca,"Apr 17th, 2020",,,,,,,,,,,,,
41,41.0,,#385795,Arabica,Indonesia,PTRAAS,81.67,SCAI,"Sep 29th, 2020",,,,,,,,,,,,,
42,42.0,,#503643,Arabica,Honduras,Juan Manuel Sanchez Silvestre,81.67,ihcafe,"Jun 2nd, 2020",,,,,,,,,,,,,
43,43.0,,#734614,Arabica,Vietnam,"Sunvirtue Co., Ltd.",81.67,scaa,"Mar 10th, 2020",,,,,,,,,,,,,
44,44.0,,#485415,Arabica,Honduras,Janny Marlith Torres,81.67,ihcafe,"May 21st, 2020",,,,,,,,,,,,,
45,45.0,,#435010,Arabica,Brazil,MR.BROWN CAFE,81.58,bvi,"Nov 7th, 2020",,,,,,,,,,,,,
46,46.0,,#154271,Arabica,Brazil,Pedro Santos e Silva,81.5,bsca,"Dec 26th, 2019",,,,,,,,,,,,,
47,47.0,,#244253,Arabica,Nicaragua,"Exportadora Atlantic, S.A.",81.5,acen,"Jan 18th, 2020",,,,,,,,,,,,,
48,48.0,,#947026,Arabica,Guatemala,Angelica Paola Citan Lopez,81.5,anacafe,"Sep 9th, 2020",,,,,,,,,,,,,
49,49.0,,#609705,Arabica,El Salvador,Consejo Salvadoreño del Café,81.42,scc,"May 19th, 2020",,,,,,,,,,,,,
0,0.0,,#797340,Arabica,Taiwan,郭亮志 GuoLiangZhi,89.25,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
1,1.0,,#630917,Arabica,Kenya,Alexis Rodriguez,89.17,NKG Quality,"Oct 30th, 2020",,,,,,,,,,,,,
2,2.0,,#961547,Arabica,Ethiopia,Blossom Valley International,87.17,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
3,3.0,,#976095,Arabica,Colombia,Fernando,87.08,NKG Quality,"Sep 4th, 2020",,,,,,,,,,,,,
4,4.0,,#640499,Arabica,Ethiopia,Dr. Marcel Lorenz,86.92,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
5,5.0,,#507718,Arabica,Ethiopia,Blossom Valley International,86.58,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
6,6.0,,#758571,Arabica,Ethiopia,Al-impex Business plc,86.25,metad,"Jun 29th, 2020",,,,,,,,,,,,,
7,7.0,,#619167,Arabica,Taiwan,Jim郭志豪,85.75,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
8,8.0,,#529406,Arabica,Ethiopia,Al-impex Business plc,85.67,metad,"Jun 13th, 2020",,,,,,,,,,,,,
9,9.0,,#811504,Arabica,Ethiopia,Blossom Valley International,85.42,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
10,10.0,,#135582,Arabica,Honduras,Marco tulio fuentes lobo,85.17,ihcafe,"May 22nd, 2020",,,,,,,,,,,,,
11,11.0,,#547409,Arabica,"Tanzania, United Republic Of",Balam Hinyula,85.08,kcta,"Dec 9th, 2020",,,,,,,,,,,,,
12,12.0,,#939387,Arabica,Uganda,Kawacom Uganda LTD,85.08,ucda,"May 29th, 2020",,,,,,,,,,,,,
13,13.0,,#835570,Arabica,Ethiopia,Ennio Cantergiani,85.0,NKG Quality,"Jan 29th, 2020",,,,,,,,,,,,,
14,14.0,,#123896,Arabica,Kenya,Blossom Valley International,84.83,JPCE,"Jul 14th, 2020",,,,,,,,,,,,,
15,15.0,,#471216,Arabica,Colombia,Sucafina Colombia SAS,84.75,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Sep 8th, 2020",,,,,,,,,,,,,
16,16.0,,#427875,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.67,kcta,"Feb 20th, 2020",,,,,,,,,,,,,
17,17.0,,#713155,Arabica,Nicaragua,Asociación Aldea Global Jinotega,84.67,acen,"Sep 9th, 2020",,,,,,,,,,,,,
18,18.0,,#501173,Arabica,Costa Rica,"CECA, S.A.",84.58,scacr,"Mar 27th, 2020",,,,,,,,,,,,,
19,19.0,,#408751,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.5,kcta,"Feb 6th, 2020",,,,,,,,,,,,,
20,20.0,,#694807,Arabica,Uganda,Joseph Bugyendu,84.5,scaa,"Mar 5th, 2020",,,,,,,,,,,,,
21,21.0,,#275081,Arabica,Nicaragua,Alexis Rodriguez,84.25,NKG Quality,"Nov 3rd, 2020",,,,,,,,,,,,,
22,22.0,,#226926,Arabica,"Tanzania, United Republic Of",kavita vohora,84.25,kcta,"Nov 18th, 2020",,,,,,,,,,,,,
23,23.0,,#757836,Arabica,Brazil,Juliana Alvisi,84.25,bsca,"Dec 18th, 2020",,,,,,,,,,,,,
24,24.0,,#925989,Arabica,Honduras,Juan Manuel Sanchez Silvestre,84.25,ihcafe,"Mar 10th, 2020",,,,,,,,,,,,,
25,25.0,,#353708,Arabica,Colombia,rodrigo amaya,84.17,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Aug 27th, 2020",,,,,,,,,,,,,
26,26.0,,#881745,Arabica,Papua New Guinea,Nimo Kama,84.08,scaa,"Jan 21st, 2020",,,,,,,,,,,,,
27,27.0,,#551955,Arabica,Vietnam,"Sunvirtue Co., Ltd.",84.08,scaa,"Mar 10th, 2020",,,,,,,,,,,,,
28,28.0,,#502806,Arabica,Burundi,BUGESTAL SPRL,84.08,kcta,"Aug 18th, 2020",,,,,,,,,,,,,
29,29.0,,#374364,Arabica,"Tanzania, United Republic Of",Daniel Magu,84.08,kcta,"Mar 6th, 2020",,,,,,,,,,,,,
30,30.0,,#900224,Arabica,Guatemala,Alexis Rodriguez,84.0,NKG Quality,"Nov 4th, 2020",,,,,,,,,,,,,
31,31.0,,#909306,Arabica,Colombia,Federación Nacional de Cafeteros - Logística Comercial,84.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Nov 30th, 2020",,,,,,,,,,,,,
32,32.0,,#366737,Arabica,Honduras,Marco tulio fuentes lobo,84.0,ihcafe,"Jan 9th, 2020",,,,,,,,,,,,,
33,33.0,,#599249,Arabica,Guatemala,Ikuto Uehara,83.92,JPCE,"Sep 1st, 2020",,,,,,,,,,,,,
34,34.0,,#848100,Arabica,Colombia,rodrigo amaya,83.83,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Oct 2nd, 2020",,,,,,,,,,,,,
35,35.0,,#747694,Arabica,Honduras,Ikuto Uehara,83.83,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
36,36.0,,#919897,Arabica,Guatemala,Byron Gonzalez,83.83,anacafe,"Jul 7th, 2020",,,,,,,,,,,,,
37,37.0,,#188057,Arabica,"Tanzania, United Republic Of",Daniel Magu,83.83,kcta,"Jan 29th, 2020",,,,,,,,,,,,,
38,38.0,,#562525,Arabica,Ethiopia,MR.BROWN CAFE,83.83,bvi,"Aug 25th, 2020",,,,,,,,,,,,,
39,39.0,,#468749,Arabica,Costa Rica,"CECA, S.A.",83.83,scacr,"Apr 17th, 2020",,,,,,,,,,,,,
40,40.0,,#652231,Arabica,Colombia,Yukinobu Ueda,83.75,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
41,41.0,,#418612,Arabica,Guatemala,Byron Gonzalez,83.75,anacafe,"Jul 6th, 2020",,,,,,,,,,,,,
42,42.0,,#531749,Arabica,Guatemala,Byron Gonzalez,83.67,anacafe,"Jul 7th, 2020",,,,,,,,,,,,,
43,43.0,,#826052,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",83.67,NKG Quality,"Sep 3rd, 2020",,,,,,,,,,,,,
44,44.0,,#363072,Arabica,Brazil,ED&F Man Volcafe Brasil Ltda.,83.58,bsca,"Oct 27th, 2020",,,,,,,,,,,,,
45,45.0,,#481969,Arabica,Brazil,Welson de Lacerda Barbosa,83.58,bsca,"Nov 23rd, 2020",,,,,,,,,,,,,
46,46.0,,#565015,Arabica,Uganda,Volcafe Japan,83.58,JPCE,"Aug 5th, 2020",,,,,,,,,,,,,
47,47.0,,#826681,Arabica,El Salvador,Consejo Salvadoreño del Café,83.5,scc,"Aug 20th, 2020",,,,,,,,,,,,,
48,48.0,,#524961,Arabica,Rwanda,Loic Rwagasana,83.5,kcta,"Sep 4th, 2020",,,,,,,,,,,,,
49,49.0,,#360769,Arabica,Guatemala,Byron Gonzalez,83.42,anacafe,"Jul 31st, 2020",,,,,,,,,,,,,
0,0.0,,,,,,,,,Expiration,"March 5th, 2021",,,,,,,,,,,
1,1.0,,,,,,,,,Certification Body,Specialty Coffee Association,,,,,,,,,,,
2,2.0,,,,,,,,,Certification Address,"117 W 4th St, Suite 300 Santa Ana, CA 92701",,,,,,,,,,,
3,3.0,,,,,,,,,Certification Contact,Sheila Magno - 562-999-3164,,,,,,,,,,,
0,0.0,,#277424,Arabica,Brazil,Pedro Santos e Silva,83.42,bsca,"Feb 10th, 2020",,,,,,,,,,,,,
1,1.0,,#745862,Arabica,Honduras,Janny Marlith Torres,83.42,ihcafe,"May 21st, 2020",,,,,,,,,,,,,
2,2.0,,#528189,Arabica,Guatemala,Byron Gonzalez,83.25,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
3,3.0,,#696793,Arabica,Brazil,João Batista Jarduli,83.25,bsca,"Apr 24th, 2020",,,,,,,,,,,,,
4,4.0,,#822911,Arabica,Colombia,Yukinobu Ueda,83.17,JPCE,"Nov 23rd, 2020",,,,,,,,,,,,,
5,5.0,,#656051,Arabica,Guatemala,Byron Gonzalez,83.17,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
6,6.0,,#437143,Arabica,Guatemala,Byron Gonzalez,83.17,anacafe,"Aug 7th, 2020",,,,,,,,,,,,,
7,7.0,,#498918,Arabica,Thailand,Doi Tung Development Project,83.08,scaa,"Aug 20th, 2020",,,,,,,,,,,,,
8,8.0,,#612046,Arabica,Brazil,João Batista Jarduli,83.08,bsca,"Apr 24th, 2020",,,,,,,,,,,,,
9,9.0,,#870843,Arabica,Costa Rica,"CECA, S.A.",83.08,scacr,"Sep 18th, 2020",,,,,,,,,,,,,
10,10.0,,#739227,Arabica,Guatemala,Byron Gonzalez,82.92,anacafe,"Jul 20th, 2020",,,,,,,,,,,,,
11,11.0,,#270107,Arabica,Guatemala,Byron Gonzalez,82.75,anacafe,"Apr 20th, 2020",,,,,,,,,,,,,
12,12.0,,#530305,Arabica,Brazil,João Batista Jarduli,82.75,bsca,"Sep 18th, 2020",,,,,,,,,,,,,
13,13.0,,#971417,Arabica,Brazil,BOURBON SPECIALTY COFFEES,82.67,bsca,"Oct 13th, 2020",,,,,,,,,,,,,
14,14.0,,#777532,Arabica,Costa Rica,"CECA, S.A.",82.67,scacr,"Feb 12th, 2020",,,,,,,,,,,,,
15,15.0,,#945126,Arabica,Guatemala,Byron Gonzalez,82.67,anacafe,"May 20th, 2020",,,,,,,,,,,,,
16,16.0,,#505661,Arabica,Honduras,Juan Manuel Sanchez Silvestre,82.58,ihcafe,"Sep 23rd, 2020",,,,,,,,,,,,,
17,17.0,,#889380,Arabica,Indonesia,PTRAAS,82.58,SCAI,"Jun 22nd, 2020",,,,,,,,,,,,,
18,18.0,,#913558,Arabica,Brazil,Erick,82.58,bsca,"Mar 13th, 2020",,,,,,,,,,,,,
19,19.0,,#887829,Arabica,Ecuador,Wilson Gonzalez Ramos,82.5,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,"Oct 7th, 2020",,,,,,,,,,,,,
20,20.0,,#708727,Arabica,Brazil,BOURBON SPECIALTY COFFEES,82.5,bsca,"Nov 2nd, 2020",,,,,,,,,,,,,
21,21.0,,#857024,Arabica,Brazil,Ikuto Uehara,82.5,JPCE,"Dec 7th, 2020",,,,,,,,,,,,,
22,22.0,,#325206,Arabica,Guatemala,Ikuto Uehara,82.5,JPCE,"Sep 1st, 2020",,,,,,,,,,,,,
23,23.0,,#626072,Arabica,Myanmar,Mandalay Coffee Group,82.5,bvi,"May 14th, 2020",,,,,,,,,,,,,
24,24.0,,#402577,Arabica,Guatemala,Byron Gonzalez,82.33,anacafe,"May 21st, 2020",,,,,,,,,,,,,
25,25.0,,#955100,Arabica,Nicaragua,MR.BROWN CAFE,82.33,bvi,"Nov 7th, 2020",,,,,,,,,,,,,
26,26.0,,#819209,Arabica,Nicaragua,"Exportadora Atlantic, S.A.",82.25,acen,"Jan 18th, 2020",,,,,,,,,,,,,
27,27.0,,#910258,Arabica,Vietnam,"Sunvirtue Co., Ltd.",82.25,scaa,"Mar 10th, 2020",,,,,,,,,,,,,
28,28.0,,#510686,Arabica,Colombia,rodrigo amaya,82.25,scaa,"Mar 17th, 2020",,,,,,,,,,,,,
29,29.0,,#471378,Arabica,Mexico,ANDREAS KUSSMAUL,82.25,CAFECOL,"Apr 1st, 2020",,,,,,,,,,,,,
30,30.0,,#213200,Arabica,Brazil,João Batista Jarduli,82.25,bsca,"Sep 15th, 2020",,,,,,,,,,,,,
31,31.0,,#981880,Arabica,Guatemala,Byron Gonzalez,82.17,anacafe,"May 26th, 2020",,,,,,,,,,,,,
32,32.0,,#623116,Arabica,Costa Rica,Ruddy Azofeifa,82.08,scacr,"Dec 8th, 2020",,,,,,,,,,,,,
33,33.0,,#350487,Arabica,Guatemala,Takanori Suzuki,82.08,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
34,34.0,,#386512,Arabica,Taiwan,"Lin, Che-Hao Krude 林哲豪",82.0,NKG Quality,"Sep 1st, 2020",,,,,,,,,,,,,
35,35.0,,#778342,Arabica,Mexico,COSECHA BIENESTAR SAPI DE CV,81.92,CAFECOL,"Aug 17th, 2020",,,,,,,,,,,,,
36,36.0,,#965326,Arabica,Guatemala,Yukinobu Ueda,81.83,JPCE,"Nov 23rd, 2020",,,,,,,,,,,,,
37,37.0,,#551160,Arabica,Brazil,Ikuto Uehara,81.75,JPCE,"Oct 27th, 2020",,,,,,,,,,,,,
